Student,Block 0,Block 1,Block 2,Block 3,Block 4,Block 5,Block 6,Block 7
1277,YLRA-1AX-L,,MTROB11--L,MPREC11---,MLTST11C--,MINST12C--,,ASTA-12---
1278,YLAW-2CX--,,,MPREC11---,MPH--11---,MLFSC11---,MCMPS11---,MCH--11---
1279,,,MTROB11--L,MPREC11---,MMACS11---,MIMCB11--L,MCMPS11---,MCLE-10--L
1280,,YCPA-1AX-L,,MPREC11---,MPH--11---,MEPSS11---,MCMPS11---,MAC--11---
1281,,YCPA-1AX-L,MTXT-11---,MPREC11---,MLFSC11---,MEPSS11---,MCMPS11---,MCH--11---
1282,,MWEX-2A--L,MTAUT11---,MPREC11---,MLST-12---,MLFSC11---,MCMPS11---,MCH--11---
1283,,,MTDRF11---,MPREC11---,MPH--11---,MINST12---,MCMPS11---,MCH--11---
1284,,YCPA-1AXE-,,MPREC11---,MLFSC11---,MEPSS11---,MCMPS11---,MCH--11---
1285,YLAW-2CX--,MWEX-2A--L,MTXT-11---,,MLST-12---,MEVSC11---,MCMPS11---,MCLE-10---
1286,,,,MPREC11---,MLFSC11---,MEPSS11---,,
1287,YLAW-2CX--,,,MPREC11---,MLTST11C--,MINST12C--,,ASTA-12---
1288,,,,MPREC11---,,MEPSS11---,MCMPS11---,MACLV11G--
1289,,,,,MLFSC11---,MEPSS11---,MCMPS11---,
1290,,,,,MLFSC11---,MEPSS11---,MCMPS11---,
1291,YLAW-2CX--,,,MTAUT11---,MLST-12---,MEVSC11---,MCMPS11---,MCLE-10---
1292,YHRA-1AX--,,,MPREC11---,MMEDD11---,,MCMPS11---,
1293,YLAW-2CX--,,,MPREC11---,MLTST11C--,MINST12C--,MEC--12---,ASTA-12---
1294,YPA--1CX--,,,MPREC11---,MPH--11---,MLFSC11---,MCMCL12---,MCH--11---
1295,YLAW-2CX--,,,MPREC11---,MLST-12---,MIMCB11--L,MCMPS11---,MCH--11---
1296,YED--1DX-L,,,,MLFSC11---,MFOM-11---,MCMPS11---,MACLV11FB-
1297,,,,MPREC11---,MMEDD11---,MENST12---,MCMCL12---,MCH--11---
1298,,,,MPREC12---,MLFSC11---,MINST12C--,,ASTA-12---
1299,YPSYC1AX--,,,MPREC11---,,MFR--11---,MCMPS11---,
1300,,MWPM-11---,,MTAUT11---,MODED11---,MEPSS11---,MCMPS11---,MCLE-10---
1301,YED--1DX-L,,,MPREC11---,MLST-12---,,MCMPS11---,MCH--11---
1302,,,,MPREC11---,MLFSC11---,MINST12C--,,MCH--11---
1303,YHRA-1AX--,MWEX-2A--L,,MTAUT11---,MLST-12---,MEVSC11---,MCMPS11---,MACLV11FB-
1304,YHRA-1AX--,MWPM-11---,,,MLST-12---,MEVSC11---,MCMPS11---,MACLV11FB-
1305,YLAW-2CX--,,,,MMAP-11---,MLFSC11---,MCMPS11---,
1306,YLAW-2CX--,,MTXT-11---,MPREC11---,MPH--11---,MINST12---,MCMPS11---,MCH--11---
1307,,,MTXT-11---,MPREC11---,MMEDD11---,MEPSS11---,MCMPS11---,MCH--11---
1308,,,MTAUT11---,MPREC11---,MLTST11C--,MFOOD11---,,MCH--11---
